id,address,city,state,zipcode,geocoded_address,is_match,is_exact,returned_address,coordinates,tiger_line,side,state_fips,county_fips,tract,block,longitude,latitude
103,5914 S CAMPBELL AVE,Chicago,IL,60629,"5914 S CAMPBELL AVE, Chicago, IL, 60629",Match,Exact,"5914 S CAMPBELL AVE, CHICAGO, IL, 60629","-87.68634503415,41.786015736945",605308083,R,17,031,835000,1006,-87.68634503415,41.786015736945
104,5914 S CAMPBELL AVE,Chicago,IL,60629,"5914 S CAMPBELL AVE, Chicago, IL, 60629",Match,Exact,"5914 S CAMPBELL AVE, CHICAGO, IL, 60629","-87.68634503415,41.786015736945",605308083,R,17,031,835000,1006,-87.68634503415,41.786015736945
105,7927 S JEFFERY BLVD,Chicago,IL,60617,"7927 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7927 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57589242064,41.751095795726",657161289,L,17,031,460500,7003,-87.57589242064,41.751095795726
106,7927 S JEFFERY BLVD,Chicago,IL,60617,"7927 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7927 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57589242064,41.751095795726",657161289,L,17,031,460500,7003,-87.57589242064,41.751095795726
107,7929 S JEFFERY BLVD,Chicago,IL,60617,"7929 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7929 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575891794242,41.751061030404",657161289,L,17,031,460500,7003,-87.575891794242,41.751061030404
108,7929 S JEFFERY BLVD,Chicago,IL,60617,"7929 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7929 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575891794242,41.751061030404",657161289,L,17,031,460500,7003,-87.575891794242,41.751061030404
109,8118 S JEFFERY BLVD,Chicago,IL,60617,"8118 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8118 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575988400137,41.747597288175",111775911,R,17,031,460500,5008,-87.575988400137,41.747597288175
110,5828 S OAKLEY AVE,Chicago,IL,60636,"5828 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5828 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681203087459,41.787949188884",605308061,R,17,031,835100,1021,-87.681203087459,41.787949188884
111,2300 W 59TH ST,Chicago,IL,60636,"2300 W 59TH ST, Chicago, IL, 60636",Match,Exact,"2300 W 59TH ST, CHICAGO, IL, 60636","-87.681188496413,41.786596799399",111804859,R,17,031,835100,1026,-87.681188496413,41.786596799399
112,7930 S JEFFERY BLVD,Chicago,IL,60617,"7930 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7930 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576044752661,41.751024724865",657161289,R,17,031,460500,7004,-87.576044752661,41.751024724865
113,7930 S JEFFERY BLVD,Chicago,IL,60617,"7930 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7930 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576044752661,41.751024724865",657161289,R,17,031,460500,7004,-87.576044752661,41.751024724865
114,7931 S JEFFERY BLVD,Chicago,IL,60617,"7931 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7931 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575891167843,41.751026265081",657161289,L,17,031,460500,7003,-87.575891167843,41.751026265081
115,7931 S JEFFERY BLVD,Chicago,IL,60617,"7931 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7931 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575891167843,41.751026265081",657161289,L,17,031,460500,7003,-87.575891167843,41.751026265081
116,8118 S JEFFERY BLVD,Chicago,IL,60617,"8118 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8118 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575988400137,41.747597288175",111775911,R,17,031,460500,5008,-87.575988400137,41.747597288175
117,8112 S JEFFERY BLVD,Chicago,IL,60617,"8112 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8112 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575989747691,41.747701752775",111775911,R,17,031,460500,5008,-87.575989747691,41.747701752775
118,8137 S JEFFERY BLVD,Chicago,IL,60617,"8137 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8137 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575829650265,41.747285833183",111775911,L,17,031,460500,5007,-87.575829650265,41.747285833183
119,8137 S JEFFERY BLVD,Chicago,IL,60617,"8137 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8137 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575829650265,41.747285833183",111775911,L,17,031,460500,5007,-87.575829650265,41.747285833183
120,8151 S JEFFERY BLVD,Chicago,IL,60617,"8151 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8151 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575825628111,41.747042491394",111775911,L,17,031,460500,5007,-87.575825628111,41.747042491394
121,8151 S JEFFERY BLVD,Chicago,IL,60617,"8151 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8151 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575825628111,41.747042491394",111775911,L,17,031,460500,5007,-87.575825628111,41.747042491394
122,5835 S OAKLEY AVE,Chicago,IL,60636,"5835 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5835 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681049400612,41.787871272817",605308061,L,17,031,835100,1019,-87.681049400612,41.787871272817
123,5840 S OAKLEY AVE,Chicago,IL,60636,"5840 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5840 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681203087474,41.787793356768",605308061,R,17,031,835100,1021,-87.681203087474,41.787793356768
124,8112 S JEFFERY BLVD,Chicago,IL,60617,"8112 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8112 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575989747691,41.747701752775",111775911,R,17,031,460500,5008,-87.575989747691,41.747701752775
125,7933 S JEFFERY BLVD,Chicago,IL,60617,"7933 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7933 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575890541444,41.750991499759",657161289,L,17,031,460500,7003,-87.575890541444,41.750991499759
126,7932 S JEFFERY BLVD,Chicago,IL,60617,"7932 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7932 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576044126262,41.750989959543",657161289,R,17,031,460500,7004,-87.576044126262,41.750989959543
127,7932 S JEFFERY BLVD,Chicago,IL,60617,"7932 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7932 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576044126262,41.750989959543",657161289,R,17,031,460500,7004,-87.576044126262,41.750989959543
128,7933 S JEFFERY BLVD,Chicago,IL,60617,"7933 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7933 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575890541444,41.750991499759",657161289,L,17,031,460500,7003,-87.575890541444,41.750991499759
129,5807 S OAKLEY AVE,Chicago,IL,60636,"5807 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5807 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681063440077,41.788236349096",605308061,L,17,031,835100,1019,-87.681063440077,41.788236349096
130,8116 S JEFFERY BLVD,Chicago,IL,60617,"8116 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8116 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575988878591,41.747632224287",111775911,R,17,031,460500,5008,-87.575988878591,41.747632224287
131,8104 S JEFFERY BLVD,Chicago,IL,60617,"8104 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8104 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575991485889,41.747840809752",111775911,R,17,031,460500,5008,-87.575991485889,41.747840809752
132,8104 S JEFFERY BLVD,Chicago,IL,60617,"8104 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8104 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575991485889,41.747840809752",111775911,R,17,031,460500,5008,-87.575991485889,41.747840809752
133,8116 S JEFFERY BLVD,Chicago,IL,60617,"8116 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8116 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575988878591,41.747632224287",111775911,R,17,031,460500,5008,-87.575988878591,41.747632224287
134,4831 S LAMON AVE,Chicago,IL,60638,"4831 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4831 S LAMON AVE, CHICAGO, IL, 60638","-87.745457173183,41.805188531782",111799840,L,17,031,560300,1022,-87.745457173183,41.805188531782
135,8126 S JEFFERY BLVD,Chicago,IL,60617,"8126 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8126 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575986101764,41.747458235724",111775911,R,17,031,460500,5008,-87.575986101764,41.747458235724
136,7935 S JEFFERY BLVD,Chicago,IL,60617,"7935 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7935 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889915046,41.750956734437",657161289,L,17,031,460500,7003,-87.575889915046,41.750956734437
137,7935 S JEFFERY BLVD,Chicago,IL,60617,"7935 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7935 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889915046,41.750956734437",657161289,L,17,031,460500,7003,-87.575889915046,41.750956734437
138,7937 S JEFFERY BLVD,Chicago,IL,60617,"7937 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7937 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889288647,41.750921969114",657161289,L,17,031,460500,7003,-87.575889288647,41.750921969114
139,7937 S JEFFERY BLVD,Chicago,IL,60617,"7937 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7937 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889288647,41.750921969114",657161289,L,17,031,460500,7003,-87.575889288647,41.750921969114
140,8140 S JEFFERY BLVD,Chicago,IL,60617,"8140 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8140 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598207961,41.747214893935",111775911,R,17,031,460500,5008,-87.57598207961,41.747214893935
141,8140 S JEFFERY BLVD,Chicago,IL,60617,"8140 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8140 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598207961,41.747214893935",111775911,R,17,031,460500,5008,-87.57598207961,41.747214893935
142,8126 S JEFFERY BLVD,Chicago,IL,60617,"8126 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8126 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575986101764,41.747458235724",111775911,R,17,031,460500,5008,-87.575986101764,41.747458235724
143,7938 S JEFFERY BLVD,Chicago,IL,60617,"7938 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7938 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576042247066,41.750885663576",657161289,R,17,031,460500,7004,-87.576042247066,41.750885663576
144,8130 S JEFFERY BLVD,Chicago,IL,60617,"8130 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8130 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575984952577,41.747388709498",111775911,R,17,031,460500,5008,-87.575984952577,41.747388709498
145,7941 S JEFFERY BLVD,Chicago,IL,60617,"7941 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7941 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57588803585,41.75085243847",657161289,L,17,031,460500,7003,-87.57588803585,41.75085243847
146,8122 S JEFFERY BLVD,Chicago,IL,60617,"8122 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8122 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598725095,41.747527761949",111775911,R,17,031,460500,5008,-87.57598725095,41.747527761949
147,7938 S JEFFERY BLVD,Chicago,IL,60617,"7938 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7938 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576042247066,41.750885663576",657161289,R,17,031,460500,7004,-87.576042247066,41.750885663576
148,8122 S JEFFERY BLVD,Chicago,IL,60617,"8122 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8122 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598725095,41.747527761949",111775911,R,17,031,460500,5008,-87.57598725095,41.747527761949
149,8130 S JEFFERY BLVD,Chicago,IL,60617,"8130 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8130 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575984952577,41.747388709498",111775911,R,17,031,460500,5008,-87.575984952577,41.747388709498
150,7941 S JEFFERY BLVD,Chicago,IL,60617,"7941 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7941 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57588803585,41.75085243847",657161289,L,17,031,460500,7003,-87.57588803585,41.75085243847
151,7940 S JEFFERY BLVD,Chicago,IL,60617,"7940 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7940 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576041620667,41.750850898254",657161289,R,17,031,460500,7004,-87.576041620667,41.750850898254
152,7940 S JEFFERY BLVD,Chicago,IL,60617,"7940 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7940 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576041620667,41.750850898254",657161289,R,17,031,460500,7004,-87.576041620667,41.750850898254
153,8141 S JEFFERY BLVD,Chicago,IL,60617,"8141 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8141 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575828501078,41.747216306958",111775911,L,17,031,460500,5007,-87.575828501078,41.747216306958
154,8154 S JEFFERY BLVD,Chicago,IL,60617,"8154 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8154 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575978057456,41.746971552146",111775911,R,17,031,460500,5008,-87.575978057456,41.746971552146
155,8154 S JEFFERY BLVD,Chicago,IL,60617,"8154 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8154 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575978057456,41.746971552146",111775911,R,17,031,460500,5008,-87.575978057456,41.746971552146
156,7943 S JEFFERY BLVD,Chicago,IL,60617,"7943 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7943 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575887409451,41.750817673148",657161289,L,17,031,460500,7003,-87.575887409451,41.750817673148
157,7943 S JEFFERY BLVD,Chicago,IL,60617,"7943 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7943 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575887409451,41.750817673148",657161289,L,17,031,460500,7003,-87.575887409451,41.750817673148
158,8141 S JEFFERY BLVD,Chicago,IL,60617,"8141 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8141 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575828501078,41.747216306958",111775911,L,17,031,460500,5007,-87.575828501078,41.747216306958
159,8127 S JEFFERY BLVD,Chicago,IL,60617,"8127 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8127 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575832523232,41.747459648747",111775911,L,17,031,460500,5007,-87.575832523232,41.747459648747
160,8123 S JEFFERY BLVD,Chicago,IL,60617,"8123 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8123 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575833672419,41.747529174972",111775911,L,17,031,460500,5007,-87.575833672419,41.747529174972
161,7946 S JEFFERY BLVD,Chicago,IL,60617,"7946 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7946 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576039741471,41.750746602287",657161289,R,17,031,460500,7004,-87.576039741471,41.750746602287
162,8127 S JEFFERY BLVD,Chicago,IL,60617,"8127 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8127 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575832523232,41.747459648747",111775911,L,17,031,460500,5007,-87.575832523232,41.747459648747
163,7944 S JEFFERY BLVD,Chicago,IL,60617,"7944 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7944 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57604036787,41.750781367609",657161289,R,17,031,460500,7004,-87.57604036787,41.750781367609
164,8121 S JEFFERY BLVD,Chicago,IL,60617,"8121 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8121 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575834247012,41.747563938085",111775911,L,17,031,460500,5007,-87.575834247012,41.747563938085
165,8121 S JEFFERY BLVD,Chicago,IL,60617,"8121 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8121 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575834247012,41.747563938085",111775911,L,17,031,460500,5007,-87.575834247012,41.747563938085
166,7946 S JEFFERY BLVD,Chicago,IL,60617,"7946 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7946 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576039741471,41.750746602287",657161289,R,17,031,460500,7004,-87.576039741471,41.750746602287
167,7944 S JEFFERY BLVD,Chicago,IL,60617,"7944 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7944 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57604036787,41.750781367609",657161289,R,17,031,460500,7004,-87.57604036787,41.750781367609
168,7949 S JEFFERY BLVD,Chicago,IL,60617,"7949 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7949 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575885530255,41.750713377181",657161289,L,17,031,460500,7003,-87.575885530255,41.750713377181
169,8158 S JEFFERY BLVD,Chicago,IL,60617,"8158 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8158 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575976908269,41.74690202592",111775911,R,17,031,460500,5008,-87.575976908269,41.74690202592
170,8158 S JEFFERY BLVD,Chicago,IL,60617,"8158 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8158 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575976908269,41.74690202592",111775911,R,17,031,460500,5008,-87.575976908269,41.74690202592
171,7949 S JEFFERY BLVD,Chicago,IL,60617,"7949 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7949 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575885530255,41.750713377181",657161289,L,17,031,460500,7003,-87.575885530255,41.750713377181
172,8143 S JEFFERY BLVD,Chicago,IL,60617,"8143 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8143 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575827926485,41.747181543845",111775911,L,17,031,460500,5007,-87.575827926485,41.747181543845
173,7950 S JEFFERY BLVD,Chicago,IL,60617,"7950 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7950 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576038488674,41.750677071642",657161289,R,17,031,460500,7004,-87.576038488674,41.750677071642
174,8143 S JEFFERY BLVD,Chicago,IL,60617,"8143 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8143 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575827926485,41.747181543845",111775911,L,17,031,460500,5007,-87.575827926485,41.747181543845
175,7953 S JEFFERY BLVD,Chicago,IL,60617,"7953 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7953 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575884277457,41.750643846536",657161289,L,17,031,460500,7003,-87.575884277457,41.750643846536
176,7953 S JEFFERY BLVD,Chicago,IL,60617,"7953 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7953 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575884277457,41.750643846536",657161289,L,17,031,460500,7003,-87.575884277457,41.750643846536
177,8123 S JEFFERY BLVD,Chicago,IL,60617,"8123 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8123 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575833672419,41.747529174972",111775911,L,17,031,460500,5007,-87.575833672419,41.747529174972
178,8114 S JEFFERY BLVD,Chicago,IL,60617,"8114 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8114 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575989313141,41.747666988531",111775911,R,17,031,460500,5008,-87.575989313141,41.747666988531
179,8114 S JEFFERY BLVD,Chicago,IL,60617,"8114 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8114 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575989313141,41.747666988531",111775911,R,17,031,460500,5008,-87.575989313141,41.747666988531
180,7952 S JEFFERY BLVD,Chicago,IL,60617,"7952 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7952 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576037862275,41.75064230632",657161289,R,17,031,460500,7004,-87.576037862275,41.75064230632
181,7956 S JEFFERY BLVD,Chicago,IL,60617,"7956 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7956 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576036609478,41.750572775675",657161289,R,17,031,460500,7004,-87.576036609478,41.750572775675
182,8133 S JEFFERY BLVD,Chicago,IL,60617,"8133 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8133 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575830799452,41.747355359409",111775911,L,17,031,460500,5007,-87.575830799452,41.747355359409
183,8133 S JEFFERY BLVD,Chicago,IL,60617,"8133 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8133 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575830799452,41.747355359409",111775911,L,17,031,460500,5007,-87.575830799452,41.747355359409
184,8131 S JEFFERY BLVD,Chicago,IL,60617,"8131 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8131 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575831374045,41.747390122522",111775911,L,17,031,460500,5007,-87.575831374045,41.747390122522
185,7956 S JEFFERY BLVD,Chicago,IL,60617,"7956 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7956 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576036609478,41.750572775675",657161289,R,17,031,460500,7004,-87.576036609478,41.750572775675
186,7959 S JEFFERY BLVD,Chicago,IL,60617,"7959 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7959 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575882398261,41.750539550569",657161289,L,17,031,460500,7003,-87.575882398261,41.750539550569
187,7959 S JEFFERY BLVD,Chicago,IL,60617,"7959 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"7959 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575882398261,41.750539550569",657161289,L,17,031,460500,7003,-87.575882398261,41.750539550569
188,8131 S JEFFERY BLVD,Chicago,IL,60617,"8131 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8131 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575831374045,41.747390122522",111775911,L,17,031,460500,5007,-87.575831374045,41.747390122522
189,8138 S JEFFERY BLVD,Chicago,IL,60617,"8138 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8138 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575982654203,41.747249657047",111775911,R,17,031,460500,5008,-87.575982654203,41.747249657047
190,8138 S JEFFERY BLVD,Chicago,IL,60617,"8138 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8138 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575982654203,41.747249657047",111775911,R,17,031,460500,5008,-87.575982654203,41.747249657047
191,8134 S JEFFERY BLVD,Chicago,IL,60617,"8134 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8134 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598380339,41.747319183273",111775911,R,17,031,460500,5008,-87.57598380339,41.747319183273
192,8134 S JEFFERY BLVD,Chicago,IL,60617,"8134 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8134 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598380339,41.747319183273",111775911,R,17,031,460500,5008,-87.57598380339,41.747319183273
193,5627 S OAKLEY AVE,Chicago,IL,60636,"5627 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5627 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681157395526,41.791729597991",605451076,L,17,031,835100,1019,-87.681157395526,41.791729597991
194,8159 S JEFFERY BLVD,Chicago,IL,60617,"8159 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8159 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575823329738,41.746903438943",111775911,L,17,031,460500,5007,-87.575823329738,41.746903438943
195,5521 S OAKLEY AVE,Chicago,IL,60636,"5521 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5521 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681189871781,41.792898316202",605450923,L,17,031,835100,1006,-87.681189871781,41.792898316202
196,8155 S JEFFERY BLVD,Chicago,IL,60617,"8155 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8155 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575824478925,41.746972965169",111775911,L,17,031,460500,5007,-87.575824478925,41.746972965169
197,8155 S JEFFERY BLVD,Chicago,IL,60617,"8155 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8155 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575824478925,41.746972965169",111775911,L,17,031,460500,5007,-87.575824478925,41.746972965169
198,5615 S OAKLEY AVE,Chicago,IL,60636,"5615 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5615 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681159348858,41.791901302905",605451076,L,17,031,835100,1019,-87.681159348858,41.791901302905
199,8159 S JEFFERY BLVD,Chicago,IL,60617,"8159 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8159 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575823329738,41.746903438943",111775911,L,17,031,460500,5007,-87.575823329738,41.746903438943
200,8152 S JEFFERY BLVD,Chicago,IL,60617,"8152 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8152 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575978632049,41.747006315258",111775911,R,17,031,460500,5008,-87.575978632049,41.747006315258
201,5631 S OAKLEY AVE,Chicago,IL,60636,"5631 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5631 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681157395748,41.79167306569",605451076,L,17,031,835100,1019,-87.681157395748,41.79167306569
202,5630 S OAKLEY AVE,Chicago,IL,60636,"5630 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5630 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311091727,41.791694907724",605451076,R,17,031,835100,1007,-87.681311091727,41.791694907724
